,time,noticia
19,bragantino,"Grêmio e Bragantino se enfrentam às 18h30min deste sábado na Arena, em Porto Alegre. O jogo é válido pela oitava rodada do Brasileirão, terá transmissão do Premiere e acompanhamento em tempo real pelo ge (clique aqui) . + Confira a tabela do Brasileirão + Grêmio x Bragantino: dicas, palpites e chances no Brasileirão O Grêmio tenta a segunda vitória consecutiva no Brasileirão após o empate sem gols com o Atlético Grau, no Peru, pela Sul-Americana. No domingo passado, a equipe de Mano Menezes derrotou o Santos por 1 a 0 em Porto Alegre. Atualmente, o Tricolor é o 13° colocado, com oito pontos, um a mais que o Fortaleza, o primeiro dentro da zona de rebaixamento. O Bragantino vem embalado por cinco vitórias seguidas no Brasileirão. É a maior sequência de triunfos do time no nacional desde que voltou à elite, em 2020. As vitórias colocam a equipe na vice-liderança, com 16 pontos. O Palmeiras tem a mesma pontuação, mas um gol a mais de saldo. Por isso, o Bragantino quer ampliar a sequência de vitórias para tentar assumir a liderança isolada do campeonato Mano Menezes tem ao menos cinco retornos em relação ao jogo da Sul-Americana: Braithwaite, João Pedro, Marlon, Dodi e Amuzu, que está recuperado da lesão na panturrilha, mas não atua há 24 dias. Por outro lado, os atacantes Aravena e Pavon seguem fora, enquanto o volante Cuéllar tem um desconforto muscular e também não joga. Provável escalação: Tiago Volpi; Igor Serrote (João Pedro), Jemerson, Wagner Leonardo e Marlon; Dodi, Camilo, Alysson, Cristaldo e Cristian Olivera; Braithwaite. Quem está fora: Aravena e Pavon (desconforto muscular), Cuéllar (desconforto muscular), Edenilson (suspenso e lesão na coxa direita), Villasanti (lesão na coxa esquerda), Gustavo Martins (lesão no joelho direito), Rodrigo Ely (lesão no joelho esquerdo) Pendurados: Jemerson, Marlon, Braithwaite e Igor Serrote + Confira mais informações do Grêmio É provável que o técnico Fernando Seabra mantenha a escalação inicial da vitória sobre o Mirassol, por 1 a 0, na última segunda-feira. Provável escalação: Cleiton; Andres Hurtado, Pedro Henrique, Guzmán e Juninho Capixaba; Gabriel, Eric Ramires e Jhon Jhon; Vinicinho, Lucas Barbosa e Eduardo Sasha. Quem está fora: Lucão (torção no tornozelo esquerdo), Guilherme (lesão na coxa direita) e Fernando (tendinite patelar no joelho esquerdo). Pendurados: Guzmán e Isidro Pitta + Confira mais notícias do Bragantino 🎧 Ouça o podcast ge Grêmio 🎧 + Assista: tudo sobre o Grêmio no ge e na TV"
20,ceara,"Contra o Santos, o Ceara busca a primeira vitória como visitante nesta Série A. Empatou com o Bragantino em 2 a 2 e perdeu para o Juventude por 2 a 1 e Bahia por 1 a 0, em jogo marcado por polêmica de arbitragem. Nesta segunda-feira, o Vozão encara o Santos às 20 horas, no Allianz Parque, pela oitava rodada. Receba novidades do Ceará pelo WhatsApp - Acho que a gente nunca se esqueceu de quem é, time operário. Se a gente se conformar, pode começar a cair. Todo jogo tem que ser brigado - afirmou o meia Lucas Mugni. Depois do triunfo em casa contra o Vitória, Léo Condé não deve ter desfalques. O time está encaixado e deve ser formado com: Fernando Miguel; Fabiano Souza, Marllon, Willian Machado e Matheus Bahia; Dieguinho, Fernando Sobral e Lucas Mugni; Galeano, Pedro Henrique e Pedro Raul. - A gente pode continuar fazendo história no clube. Ganhar do Santos seria uma alegria imensa na casa deles - declara o meia. O Ceará soma 11 pontos na Série A. O ge acompanha em Tempo Real."
21,ceara,"Santos e Ceará se enfrentam nesta segunda-feira, às 20h (de Brasília), no Allianz Parque, em São Paulo, pela oitava rodada do Campeonato Brasileiro. Premiere e sportv transmitem ao vivo, e o ge acompanha a partida em Tempo Real ( clique aqui e acesse ) . + Veja a tabela completa do Brasileirão + Santos x Ceará: dicas, palpites e chances no Brasileirão Com só quatro pontos conquistados, de 21 possíveis, o Santos tenta conquistar a segunda vitória no Brasileirão e a primeira sob o comando do técnico Cleber Xavier, que teve a semana cheia de treinamentos. O treinador tem um empate e uma derrota à frente do time. O Ceará teve a semana livre para trabalhar apenas mirando o Santos. O time superou o Vitória na última rodada, em casa, e chegou aos 11 pontos. O desempenho do Vozão na Série A vem sendo considerado satisfatório. As peças encaixaram com Léo Condé, que chegou aos 50 jogos no comando do Alvinegro. O técnico Cléber Xavier promoverá mudanças na equipe em relação ao time que entrou em campo contra o Grêmio. Lesionado, João Schmidt dará lugar a Gabriel Bontempo. Além dele, retornam ao time o lateral-direito Aderlan e o atacante Tiquinho Soares. Com isso, Luisão e Deivid Washington ficam no banco de reservas. Além disso, o treinador deverá ter três retornos. São eles o lateral-esquerdo Souza, o meia Zé Rafael e o atacante Álvaro Barreal. O trio está à disposição e pode ganhar uma oportunidade durante o jogo. Escalação provável: Gabriel Brazão; Aderlan, Zé Ivaldo, Luan Peres e Escobar; Tomás Rincón, Gabriel Bontempo e Rollheiser; Thaciano, Soteldo e Tiquinho Soares. + Leia mais notícias do Santos Léo Condé deve escalar o mesmo time que enfrentou o Vitória na última rodada. Os únicos desfalques seguem sendo Bruno Ferreira e Aylon, que estão no departamento médico. Condé segue com o desafio de melhorar a defesa. Contra o Vitória, o time se comportou defensivamente bem e quer seguir dessa forma. Escalação provável: Fernando Miguel; Fabiano Souza, Marllon, Willian Machado e Matheus Bahia; Dieguinho, Fernando Sobral e Lucas Mugni; Galeano, Pedro Henrique e Pedro Raul. + Leia mais notícias do Ceará"
22,ceara,"O Ceará concluiu a última atividade da semana antes do embarque para São Paulo. Visando ao confronto contra o Santos, o Alvinegro viajou para a capital paulista neste domingo (11). Na segunda-feira (12), o Mais Querido vai enfrentar o Alvinegro Praiano em duelo válido pela 8ª rodada do Brasileirão. Antes do embarque, o Vozão realizou treino no Carlos de Alencar Pinto. Mugni nos 90 minutos? Meia do Ceará conta o que está fazendo para atingir meta O treino de apronto foi realizado na capital cearense, antes do embarque. Após conclusão das atividades de preparação, o Vovô deve entrar em campo com: Fernando Miguel, Fabiano Souza, Marllon, Willian Machado, Matheus Bahia, Fernando Sobral, Dieguinho, Lucas Mugni, Pedro Henrique, Galeano e Pedro Raul. O confronto contra o Santos vai ocorrer no Allianz Parque. Às 20h, o Alvinegro enfrenta o time paulista na capital do estado. A partida é válida pela 8ª rodada da Série A. O Vozão já soma 11 pontos na primeira divisão nacional e mira o G-6."
23,ceara,"Tem aquela frase que diz: “Lar é onde seu coração está.” De São Paulo para o Ceará, Raquel Nouer trouxe a paixão pelo futebol que hoje mostra à pequena Catarina, de um ano. Ir aos jogos do Alvinegro de Porangabuçu embala a rotina das duas. O amor entre mãe e filha costura o elo com o esporte. A maternidade enche a rotina de amor, cuidado, responsabilidade e também companheirismo. Mas há espaço também para apoiar o Ceará nas arquibancadas. A dupla se diverte de um jeito só delas. + Siga o ge Ceará no whatsapp + Veja mais notícias do Ceará - Esse tempo tem que ter. Não pode faltar. Não tem como priorizar ir em todos 100%, por conta da correria, criança... Mas, sempre que dá, a gente está marcando presença. E ela vai junto comigo. É minha malinha - brinca Raquel enquanto observa a pequena. Catarina reconhece o manto do Ceará, tão comum em casa. Assim como um dos hinos das arquibancadas também faz parte do repertório que embala a criança. ""Ceará, meu destino. Alvinegro é meu vício. Me chamaram, me atraíram. Eu não escolho, fui escolhido"", cantarola Rachel enquanto segura a filha no colo. A menina reage à canção de forma espontânea. Sorri, ergue os braços. E assim o sentimento pelo clube toma forma na pequena. + Mugni nos 90 minutos? Meia do Ceará conta o que está fazendo para atingir meta + Santos x Ceará: dicas, palpites e chances no Brasileirão A música que embala a torcida alvinegra tem um significado especial. A mãe de Catarina sempre foi apaixonada por futebol, mas o Ceará entrou nessa história bem depois. Um encontro que estava escrito. - Vim morar aqui com 11 anos, mas só conhecia o São Paulo. Não conhecia os times daqui. Conheci um rapaz, torcedor alvinegro, e ele falava assim: ‘você vai virar alvinegra.’ E eu: ‘Não, não vou.” Até o dia que eu fui ao estádio. Quando começaram a cantar, eu simplesmente me arrepiei inteira. O coração palpitou. É isso. Eu não escolho, eu fui escolhida pelo Ceará para ter esse amor, essa paixão pelo clube, pelo time - afirma Rachel. A paixão só cresceu a partir daí. Virou umas das melhores versões da Rachel. E toda mãe quer passar o melhor para os filhos. Companheiras de arquibancada. Um legado que ela fez questão de compartilhar desde cedo. - Quero que ela cresça conhecendo esse amor e vivendo esse amor junto comigo. É o meu sonho. Quando fui presenteada com a gravidez dela, para mim foi maravilhoso saber que eu ia poder levar ela ao estádio, colocar ela na cacunda. Um dia ela poder entrar com jogador... E de eu sentir essa emoção de ela estar junto comigo lá - ressaltou. A filha abraça a mãe numa espontaneidade que só o amor revela. Raquel completa: “A mãe te ama.” E a camisa do Ceará ali, testemunha discreta e perene dos elos que o futebol ajuda a completar. O Ceará volta a campo nesta segunda-feira (12), quando enfrenta o Santos no Allianz Parque. O duelo é válido pela oitava rodada do Brasileirão. O ge acompanha em tempo real."
24,corinthians,"O Corinthians teve uma noite para ser esquecida em Mirassol ao perder por 2 a 1, de virada . Além de ter sofrido a quarta derrota em oito rodadas no Campeonato Brasileiro, o desempenho evidencia a fragilidade defensiva da equipe e a falta de comprometimento coletivo. + Siga o canal ge Corinthians no WhatsApp Não é segredo para ninguém que a principal vulnerabilidade do Timão está na falta de uma solidez defensiva. A situação é complexa e a resolução passa não apenas pela melhora individual dos zagueiros, laterais e do goleiro Hugo Souza, e sim pela entrega de todos em campo. Diante do Mirassol, o que se viu foi uma espécie de mais do mesmo do que tem sido a temporada até aqui: ausência de compactação entre as linhas, sistema defensivo exposto e falhas coletivas e individuais. Mais do Corinthians : + Hugo Souza faz dura cobrança ao elenco + Veja como foi a derrota para o Mirassol + Atuações: dê suas notas aos jogadores do Timão O desempenho do Timão no segundo tempo da partida do último sábado foi marcado por uma completa desorganização em campo. No primeiro tempo, antes do gol de Cacá nos acréscimos, Memphis tinha desperdiçado pênalti ao tentar cavadinha. O primeiro gol do Mirassol nasceu de uma arrancada pela ponta seguida de uma ultrapassagem em velocidade. Ninguém do Corinthians acompanhou o avanço adversário. Na sequência, novamente uma bola enfiada pelo lado direito da defesa do Timão, Matheuzinho foi driblado, o Mirassol conseguiu a finalização, houve o desvio e Gabriel apareceu livre para virar o jogo e dar a vitória ao time da casa. + Leia mais notícias do Corinthians Além das falhas individuais e de marcação, falta ao Corinthians ter comprometimento com suas ambições esportivas neste ano. Nos dois gols sofridos contra o Mirassol, a transmissão mostra a linha de defesa exposta e o restante do time sequer aparece na imagem. O erro é também dos meio-campistas e atacantes, que deixaram o adversário avançar com liberdade em campo e não combateram como deveriam. Está claro que, enquanto o problema não for pelo menos amenizado, o Timão não terá força para competir em alto nível no Campeonato Brasileiro. A situação está mapeada há semanas. Afinal, ela foi determinante para a queda do técnico Ramón Díaz. Agora, é dever de Dorival Júnior buscar uma solução rápida, enquanto o clube não pode ir ao mercado buscar reforços para sanar o gravíssimo problema defensivo. 🎧 Ouça o podcast ge Corinthians🎧 + Assista: tudo sobre o Corinthians na Globo, sportv e ge"
25,corinthians,"O técnico Dorival Júnior deixou o estádio José Maria de Campos Maia lamentando o ""apagão"" defensivo do Corinthians no segundo tempo do confronto com o Mirassol, vencido de virada pela equipe do interior de São Paulo por 2 a 1. O comandante do Timão também falou sobre a cavadinha de Memphis Depay e prometeu uma conversa com o astro holandês. + Siga o canal ge Corinthians no WhatsApp – Pela segunda vez, um jogo assim na virada do tempo desarticula e desequilibra qualquer equipe. É uma situação que nós temos que corrigir, buscar uma correção rápida. Não podemos nos dar ao luxo de em duas partidas acontecerem o mesmo fato. Trabalhamos com essas colocações, inclusive no intervalo, alertamos para um retorno um pouco mais dinâmico, um pouco mais atento – iniciou Dorival, citando o empate sofrido para o América de Cali, no meio da semana. – A equipe adversária fatalmente faria alterações e voltaria com uma equipe um pouquinho mais agressiva. Basicamente foi o que aconteceu, sofremos uma situação que provocou todo um desequilíbrio e a equipe tem razão. O jogo ficou franco e muito aberto a partir daí – explicou o treinador. Mais notícias do Corinthians : + Hugo Souza faz dura cobrança ao elenco + Atuações: dê suas notas aos jogadores do Timão + Veja como foi o jogo entre Mirassol e Corinthians O tema Memphis Depay também foi abordado pelo comandante do Timão. O dono da camisa 10 perdeu um pênalti no primeiro tempo, quando o confronto ainda estava empatado em 0 a 0, ao dar uma cavadinha para cima do goleiro Walter, que acabou fazendo a defesa. Dorival explicou que não tem o hábito de conversar com os atletas logo após os términos das partidas, mas prometeu buscar explicações com o holandês. – É natural que nós vamos ouvi-lo para tentar entender, mas é uma situação que nós, que eu prefiro sempre trabalhar internamente com os atletas, com o grupo, até porque a culpa é nossa de um modo geral e não apenas de um atleta por um motivo ou outro. Então, com certeza será conversado, tentaremos entender aquilo que tem se passado para que futuramente eu volte a ser. Com o resultado desta noite, o Corinthians conheceu sua quarta derrota em oito rodadas no Brasileirão. O Alvinegro tem dez pontos ganhos, está no meio da tabela, mas certamente perderá posições com os jogos do próximo domingo. O Corinthians volta a campo na próxima quinta-feira, às 19h (horário de Brasília), para enfrentar o Racing, no Uruguai, pela quinta rodada da fase de grupos da Copa Sul-Americana. O Timão precisa da vitória para manter vivo o sonho de disputar o mata-mata da competição continental. Pelo Campeonato Brasileiro, o próximo compromisso da equipe será no dia 18 de maio (domingo) contra o Santos, na Neo Química Arena. Sobre necessidade da maior uitilização das categorias de base – Olha, acho que nós temos que ter cuidado com a base. Nós temos que, primeiro, temos uma equipe que volte a passar essa confiança ao torcedor. O que vinha acontecendo, acho que a equipe vinha evoluindo, vinha melhorando. O resultado é natural. Nós tivemos coisas ruins dentro da partida, tivemos também coisas boas. Nós estamos tendo uma posse de bola e está faltando realmente o movimento final. Acho que isso tudo nós temos que trabalhar muito mais, buscarmos soluções para que daqui a pouco, com esse volume que a equipe vem apresentando, nós possamos também ter a possibilidade das conclusões. Mas o que vem nesse momento, vem penalizando consideravelmente a nossa equipe. Você aprova a batida de pênalti na cavadinha? – Falo de modo geral, tem situações que são necessárias a intervenção direta de quem comanda, não tenho dúvidas disso, não especificamente apenas nessa situação, tem outras que acontecem e que se repetem, tem momentos que quando situações voltem ou pareçam ser repetidas a todo instante, nós temos que buscar uma solução natural, um trabalho interno, eu não exponho ninguém, jamais. O que aconteceu eu tenho certeza que o próprio Memphis está remoendo a decisão daquilo que aconteceu, já foi muito importante em muitos momentos e às vezes nós tomamos uma decisão. Que acabe penalizando a nossa equipe, apenas isso. Nós conversaremos com certeza, até porque tudo que nós fazemos ao longo desse processo, mostrarmos erros, corrigirmos erros, buscando uma melhora para o jogo seguinte. Motivação para a escalação da zaga com Cacá e Félix Torres – Entendo a contestação, só que preparo uma equipe sempre e busco melhorar todos os atletas que estejam no nosso grupo. Félix é um jogador de seleção equatoriana, um jogador que vem chamando atenção a algum tempo pelas ótimas presenças, principalmente em todas as datas Fifa que eu acompanhei fez grandes jogos, um jogador não pode ser descartado assim do dia para noite. Temos que confiar, acreditar, Cacá vem numa evolução, vem numa crescente, vem sendo importante, erros acontecem, não podemos penalizar especificamente determinados jogadores, é um erro coletivo sempre e o resultado é a responsabilidade do treino. Como melhorar a criação do sistema ofensivo? – Tem que ser muito bem trabalhado, você tem que criar e simular sempre situações para que a equipe possa infiltrar todo o momento a partir do instante que tem essa posse de bola no campo ofensivo. O principal nós fizemos, nós tivemos a bola contra uma equipe que gosta muito da bola. Nós tivemos a posse, o que faltou foi esse movimento final, essa troca um pouco mais dinâmica frente da área adversária com movimentos de infiltração da nossa equipe. Eu acho que hoje nós tivemos o Igor fazendo uma boa apresentação, um jogador que tem mais ou menos as características que o Garro apresenta. Jogador de meio de criação e ele jogou dessa forma, ele jogou aberto para marcar por dentro para poder criar. Teve boas oportunidades, procurou sempre a melhor opção possível. Eu acho que fez um jogo dentro de uma boa condição. Agora tudo isso tem que ser ainda melhor trabalhado para que os resultados possam ser aquele que todos nós queremos. Diagnóstico sobre falhas defensivas da equipe – É difícil você ter um diagnóstico em uma condição como essa. Até então o jogo estava normal. Nós estávamos com o jogo equilibrado, tendo a bola, nos resguardando, trabalhando de um lado para o outro e buscando abrir um pouco mais a linha defensiva da equipe adversária. De repente, no retorno da partida, em três minutos nós tivemos o miração com duas oportunidades. A primeira e, logo em seguida, na sequência, o gol. Nós estamos num momento em que isso está acontecendo. Um ataque é suficiente, às vezes, para que acabe dentro do nosso gol. Eu acho que nós temos que continuarmos trabalhando, melhorando os comportamentos da equipe defensivamente falando. Hoje nós jogamos com um tripé na frente da nossa linha de zagueiros, poucas infiltrações por dentro eles conseguiram, é um sinal que a colocação estava bem constituída e bem compacta. Agora, foram duas jogadas que, por incrível que pareça, nós estávamos com a posse de bola, numa troca de passes, perdemos e provocamos essa situação. Uma bola alongada no segundo gol, distante, poderíamos ter tido um outro tipo de posicionamento para poder tentar melhorar eles. + Leia mais notícias do Corinthians 🎧 Ouça o podcast ge Corinthians🎧 + Assista: tudo sobre o Corinthians na Globo, sportv e ge"
26,corinthians,"Ferroviária e Corinthians se enfrentam pela décima rodada do Campeonato Brasileiro Feminino às 20h (de Brasília) deste domingo na Arena Fonte Luminosa, em Araraquara (SP) O ge faz a cobertura do duelo em Tempo Real ( clique aqui para acompanhar ). Na rodada passada, a Ferroviária sofreu sua primeira derrota na competição ao perder por 2 a 1 para o Flamengo, em Araraquara. Com isso, caiu para a vice-liderança, com 20 pontos. As Guerreiras venceram seis, empataram duas e perderam uma. Ao lado de Cruzeiro e Bragantino, o time tem a melhor defesa do campeonato. + Tudo sobre a Ferroviária Já as Brabas vêm de goleada por 5 a 1, em casa, contra o Bahia. Em nove rodadas, o time somou 18 pontos com cinco vitórias, três empates e uma derrota. O Timão tem o melhor ataque do campeonato com 30 gols. + Tudo sobre o Corinthians Arbitragem"
27,corinthians,"Tratado como uma das principais promessas das categorias de base do Corinthians , o garoto Flora, de apenas 11 anos, foi destaque em um dos eventos da Kings League. O pupilo do Timão entrou em quadra para uma participação especial e posou para foto com Kelvin, o melhor do mundo na modalidade. + Siga o canal ge Corinthians no WhatsApp Flora foi convidado pela organização do evento para conhecer os bastidores da Kings League. Acompanhado de sua família, a promessa do Corinthians foi chamada para jogar o dado no primeiro tempo da partida entre G3X e Dendele FC, determinando uma das dinâmicas do confronto. Mais notícias do Corinthians : + Organizada vai ao CT cobrar diretoria sobre denúncias na base – Foi uma noite muito legal. Eu acompanhava de casa e queria muito vir. Agradeço ao pessoal da Kings que me chamou, fiquei muito feliz e pude conhecer o Kelvin, Ton, Melequinha. Foi muito especial – comemorou o garoto, que além de conhecer os jogadores também teve acesso aos vestiários de cada equipe antes do início da partida. Embora seja uma criança e sequer tenha idade para assinar o primeiro contrato de formação com o Corinthians , o garoto já chama a atenção no Parque São Jorge. Nas redes sociais, Flora tem mais de 300 mil seguidores e faz sucesso com a postagem de vídeos de suas jogadas na base do Timão. Recentemente, o menino chegou a conversar com o Palmeiras e, por muito pouco, não se transferiu ao rival. Na época, a família de Flora chegou a criticar publicamente a gestão do Corinthians pelo ""despreparo"" nas negociações, porém aceitaram permanecer no clube. O garoto tem formação no futsal e, aos poucos, faz a transição para os gramados atuando pela categoria sub-12. Sua primeira partida oficial no campo, em julho do ano passado. + Leia mais notícias do Corinthians 🎧 Ouça o podcast ge Corinthians🎧 + Assista: tudo sobre o Corinthians na Globo, sportv e ge"
28,corinthians,"A partida entre Ferroviária e Corinthians se transformou em um clássico no futebol feminino ao longo dos anos. Se de um lado o Corinthians pode apostar em Jhonson para buscar a vitória, as Guerreiras Grenás poderão contar com outra atleta jovem que também vem sendo destaque: Natalia Vendito. O jogo entre Ferroviária e Corinthians será transmitido pelo sportv neste domingo, às 20h. O ge acompanha a partida em tempo real A camisa 9 é cria da Ferroviária. Vendito chegou ao clube em 2019 atuando pela categoria sub-16 da equipe, mas também disputou com a equipe sub-17, sub-18 e sub-20. No mesmo momento em que foi crescendo na Ferroviária, a meia começou a se destacar pelas categorias de base da seleção brasileira. Natalia atuou e conquistou o Sul-Americano Sub-17, em 2022, e o Sul-Americano Sub-20, em 2024. + Saiba mais sobre Jhonson, promessa do Corinthians Feminino e destaque na temporada Além de atuar com o Brasil no Mundial Sub-20 também disputado no último ano. A Seleção chegou até as quartas de final da competição. Na Ferroviária, o primeiro jogo pelo profissional foi disputado em 2023, pelo Paulistão Feminino, contra o São Bernardo. A meia começou como titular e ficou em campo por 78 minutos. Natalia teve mais oportunidades com as Guerreiras Grenás na última temporada, disputando 18 jogos entre Brasileirão, Paulistão e Libertadores, marcando três gols. A camisa 9 foi eleita revelação do Campeonato Paulista. Também em 2024, a jogadora esteve presente na seleção das melhores jogadoras da categoria sub-20 de acordo com a Federação Internacional de História e Estatística do Futebol (IFFHS). Ela foi a única brasileira entre as onze. A meia da Ferroviária atuou em todas as nove partidas do time no Campeonato Brasileiro de 2025, sendo titular em três oportunidades e marcando três gols. Vendito também atuou os 90 minutos na estreia do time no Paulistão. Natalia é artilheira da equipe grená no Brasileiro Feminino de 2025 ao lado de Millene, ex-Corinthians, e Micaelly. A partida entre Ferroviária e Corinthians é uma briga direta pela classificação no campeonato. As Guerreiras Grenás estão na segunda colocação com 20 pontos, já o rival Timão está em terceiro com 18 pontos."
29,cruzeiro,"A goleada sobre o Sport fora de casa evidenciou o embalo do Cruzeiro , que chegou à terceira vitória seguida no Campeonato Brasileiro. O técnico Leonardo Jardim entende que os principais pontos para o bom momento são a parte física e o encaixe dos jogadores à parte estratégica. - Trabalhamos um mês para que essa intensidade fosse possível dentro de campo. Tentamos encontrar as peças para uma estratégia. E aos poucos fomos corrigindo com os jogadores que se adaptassem melhor a estratégia. ""Há jogadores aqui que não estão jogando e que têm muita qualidade. Mas em termos de estratégia, a gente tem que optar por outros. Às vezes, não fala-se em qualidade, fala-se em perfil para a estratégia que a gente pretende."" A formação que tem se destacado nas últimas rodadas foi escalada pela primeira vez no empate diante do São Paulo, na terceira rodada do Brasileiro. As mudanças implicaram, por exemplo, nas saídas de Dudu e Gabigol do time. A ida para o banco de reservas, inclusive, influenciou no pedido de rescisão de Dudu, agora jogador do Atlético. Desde então, o Cruzeiro disputou nove jogos, com cinco vitórias, dois empates e duas derrotas. O time não conseguiu engrenar na Sul-Americana e foi eliminado na fase de grupos, mas está no G-4 do Brasileirão e largou em vantagem sobre o Vila Nova-GO no confronto da terceira fase da Copa do Brasil . Leonardo Jardim evitou analisar o clássico contra o Atlético-MG, no próximo domingo, em função de ter o duelo com o Palestino, pela Sul-Americana, na quarta-feira. Mas o treinador admitiu que tirou alguns jogadores no segundo tempo do duelo com o Sport por conta do confronto regional do fim de semana. - Não vou dizer que não houve gestão de alguns jogadores. O objetivo era a vitória, mas no momento que estamos com 4 a 0 e podemos gerir alguns jogadores para termos o plantel disponível para o próximo jogo, assim fizemos. Das cinco substituições feitas pelo técnico, quatro foram para preservar titulares que estavam pendurados com dois cartões amarelos: o zagueiro Villalba, os meias Christian e Matheus Pereira, e o atacante Kaio Jorge. Cássio também corria risco de perder o clássico pelo acúmulo de amarelos no Brasileirão. Para o jogo, além de contar com os cinco pendurados, Leonardo Jardim terá o retorno de Lucas Romero, titular absoluto do time e que ficou fora diante do Sport por suspensão."
30,cruzeiro,"O jardinismo é a arte de criar e cultivar jardins. No Cruzeiro , tem sido a “arte” desenvolvida pelo técnico Leonardo Jardim de semear um novo modelo de jogo e cultivar bons resultados. Um novo fruto surgiu, na Ilha do Retiro, com um time fatal e demolidor no primeiro tempo e que não deu chances para o Sport. Com o treinador, o time embalou no Campeonato Brasileiro e chegou à terceira vitória seguida. Só tem pegado o elevador para cima e se coloca, neste momento, como postulante ao primeiro lugar neste começo de primeiro turno. O Cruzeiro tem 16 pontos e está no bloco de frente do torneio. A mudança de chave veio com Leonardo Jardim, na terceira rodada com a mudança não só de peças no time - Dudu e Gabigol saíram do time, por exemplo - como também na postura em campo e no modelo de jogo. Com um time de mais movimentação e ""mordendo mais o adversário"", o Cruzeiro cresceu no Brasileiro, com a ascensão de jogadores que eram considerados banco como, por exemplo, o volante Christian e o atacante Kaio Jorge, este último que chegou ao quinto gol no Campeonato Brasileiro no 4 a 0 sobre o Sport. A sequência positiva foi ainda coroada com o retorno do protagonismo de Matheus Pereira, camisa 10 do time. Após a polêmica de quase ter se transferido para o Zenit, da Rússia, e a negociação frustrada com o Flamengo, o meia voltou a decidir um jogo, marcando dois gols e ainda dando um belo passe longo para o gol de Kaio Jorge. Outro ponto positivo neste crescimento do time. Na Ilha do Retiro, o Cruzeiro foi muito eficiente nas jogadas rápidas de transição, principalmente pelo lado esquerdo do seu ataque. Com o meio-campo explorando bem os espaços deixados pelo Sport - em uma formação sem um primeiro volante: Lucas Silva, Eduardo (escolhido para a vaga de Lucas Romero em detrimento de Walace e Christian), a equipe foi eficiente e fatal. Poderia até ter ido para o intervalo além do 3 a 0 construído. O Sport mexeu para a segunda etapa, mas o cenário não mudou. O Cruzeiro seguiu ""com fome"" e ampliou para 4 a 0, novamente com Matheus Pereira, aproveitando erro da zaga. Com o placar estabelecido, Jardim fez mudanças, Cássio chegou a trabalhar mais, mas todo o desempenho do primeiro tempo foi garantido com a goleada. O Cruzeiro deixou outra boa impressão ao seu torcedor. Assim como havia sido contra o Bahia e o Flamengo, o time apresentou um bom e eficiente futebol. Esperanças que os bons ares estão retornando à Toca da Raposa e na prévia de um clássico com o Atlético-MG."
31,cruzeiro,"No Fechamento sportv, os comentaristas se dividiram sobre qual time jogou o melhor futebol da 8ª rodada do Campeonato Brasileiro. Os destaques ficaram com os placares elásticos do Botafogo sobre o Internacional e do Cruzeiro em cima do Sport, além da vitória do Flamengo contra o Bahia. Na enquete do programa, o Alvinegro levou a melhor. Veja os votos abaixo: — Se analisarmos só o resultado, o Fortaleza. Pela goleada, a forma como jogou, a intensidade. Plasticamente falando e acompanhado pelo resultado, acho que o Flamengo fez um grande jogo diante de um time que, na minha opinião, tem o mesmo padrão de ideia de jogo. De propor, o Bahia joga assim também. Não vemos eles isolando bola. Achei um jogo interessante de acompanhar. Dentro do 1 a 0 e a forma como o Flamengo jogou, quem jogou o melhor futebol foi o Flamengo. — Para mim é o Cruzeiro, ainda que o adversário seja o pior time do campeonato até aqui. A pontuação do Sport não era condizente com o futebol que o time apresentava nas primeiras rodadas, a atuação de hoje é muito preocupante. Muito ruim, abaixo do que o time vinha fazendo com o Pepa. Estreia do António Oliveira e evidentemente ele precisará de mais tempo para colocar as ideias. Mas a primeira atuação foi muito ruim. Apesar disso, fico com o Cruzeiro. — Vou ficar com Botafogo x Internacional, pelo nível de enfrentamento. Apesar de desfalcado, é um time que quer jogar, não fica retrancado. Fazer 4 a 0 no Internacional é sempre impactante. Precisa jogar bem para fazer quatro gols. Foram gols bonitos. — Iria de Fortaleza também. Foi muito bem desde o início. Parecia que mataria já no primeiro tempo, foi muito bem. Mas vou de Botafogo porque enfrentou um grande time, apesar dos desfalques e apesar de não estar em uma boa fase. Fui um dos que falou no início que o Inter brigaria pelo título do Campeonato Brasileiro. Acho que errei com isso, o que mais vejo é o Inter perdendo e não jogando bem. Hoje o Botafogo deu um belo amasso. Jogou muito melhor e foram gols de placa. Poderia colocar o Flamengo porque esse embate com o Bahia hoje é de dois grandes clubes. Gostei da postura do Fla principalmente nos primeiros 20 minutos. Mas vou de Botafogo pelos quatro gols e porque amassou um grande clube que é o Inter."
