,time,noticia
28,cruzeiro,"A escala de arbitragem de Cruzeiro x Palmeiras, no próximo domingo, precisou ser alterada pela CBF. Marcelo de Lima Henrique, protagonista de polêmica com o clube na segunda rodada do Campeonato Brasileiro e afastado por causa da situação, estava escalado para ser árbitro de VAR 2, mas foi retirado da lista do jogo no Mineirão, após uma reclamação da Raposa. O nome de Marcelo de Lima Henrique constava na lista para auxiliar Diogo Carvalho Silva (RJ) na assistência do VAR. Entretanto, após o apontamento da Raposa, a troca foi realizada, com Carlos Eduardo Nunes Braga passando a participando da equipe. No jogo da polêmica, contra o Internacional, ele relatou xingamentos por parte de membros da diretoria e da comissão técnica. - Informo que, no intervalo do jogo enquanto a equipe de arbitragem se dirigia para o vestiário, o sr. Hélio de Carvalho, analista de desempenho da equipe do Cruzeiro Esporte Clube- SAF, proferiu as seguintes palavras para mim: ""Você está velho, não quer mais correr, tem que treinar mais, pode me relatar, eu sou o Hélio"". O dono do Cruzeiro , o empresário Pedro Lourenço, também teria proferido palavras contra o árbitro. - Informo também que, no final do jogo, enquanto a equipe de arbitragem se dirigia para o vestiário, o sr. Pedro Lourenço, dono do Cruzeiro Esporte Clube- SAF, proferiu as seguintes palavras para mim: ""Que palhaçada você fez aqui hoje"". No áudio disponibilizado pelo VAR, é possível ouvir que Marcelo de Lima Henrique, árbitro de campo, inicialmente sinaliza, repetidamente, que puniria o zagueiro com cartão amarelo. Logo na sequência, ele informa à cabine de VAR que apresentaria vermelho por ""dogso"" - sigla que, em português, significa ""negação de uma oportunidade clara de gol"". No VAR, Daiane Muniz analisa o lance e dá razão ao árbitro de campo, citando que houve contato imprudente e que o lateral-esquerdo Kaiki, que estava na disputa do lance, não evitaria o arremate de Wesley. - Pela (câmera) 4 baixa, eu consigo, claramente, ver um contato imprudente do jogador 34. Aqui (toque entre joelhos) é o momento que impacta. Está confirmado o dogso, porque eu tenho o outro defensor, mas ele está atrás da linha da bola e não tem condições de disputar a bola com o atacante, que tem domínio, velocidade, distância curta à meta e só o goleiro na frente. A informação foi divulgada inicialmente pelo perfil Central da Toca e confirmado pelo ge . O árbitro de Cruzeiro x Palmeiras, no domingo, será Rodrigo Jose Pereira de Lima, de Pernambuco. Ele se envolveu em um episódio com Matheus Pereira na partida contra o São Paulo, na terceira rodada . O jogador pediu a substituição de Ferreira, que estava no gramado sentindo cãibra. O meia cruzeirense foi retirado pelos atletas do Tricolor e, após isso, acabou levando um amarelo. Mas com uma surpresa. O árbitro da partida, Rodrigo Jose Pereira de Lima (PE), foi anotar o nome do atleta no cartão amarelo. Mas, aparentemente, não sabia o nome do 10 do Cruzeiro , que se surpreendeu."
29,cruzeiro,"O atacante Dinenno, do Cruzeiro , tem tentado voltar aos bons tempos da carreira, mas a recuperação técnica tem sido mais difícil. O jogador, que entrou no segundo tempo contra o Unión Santa Fé, pela Conmebol Sul-Americana, demonstrou chateação com a performance na partida e explicou os motivos. - Fiquei um pouco chateado. Foram poucos minutos e, nesses minutos, eu quero ser efetivo e não consegui outra vez. Éramos mandante, tínhamos que ganhar. Queríamos ganhar também para a torcida que veio hoje, por mais que não significasse muito, porque já estamos fora, mas queríamos muito. Não conseguimos, mas a gente tentou. O atacante ficou oito meses sem atuar, após romper o ligamento cruzado anterior do joelho direito. Liberado para jogar em abril deste ano, Dinenno esteve em cinco partidas, todos entrando no segundo tempo. O atacante não marcou nenhum gol e deu uma assistência. Dinneno revela que tem se cobrado para poder performar melhor, mas que a concorrência no ataque está assídua, diminuindo as chances dele entrar em campo com mais frequência. - A gente sabe que é um processo, mas não é fácil. Uma coisa é voltar a jogar, outra coisa é voltar a performar. Eu faço tudo para conseguir, mas estamos numa encruzilhada, porque para performar, eu preciso jogar, mas, para jogar, preciso performar. O grupo está num momento muito competitivo e, quem jogar, está jogando muito bem. ""Não vou jogar por uma questão de caridade. Eu faço o que está ao meu alcance, o treinador sabe, todo mundo sabe o que preciso, e o que preciso é performar quando tenho minuto, como hoje. Mas é dia a dia, tentar e continuar tentando."" O camisa 99 do Cruzeiro foi contratado no ano passado, ainda na gestão de Ronaldo Fenômeno, e era o artilheiro da equipe até romper o ligamento cruzado anterior do joelho direito, em agosto. Foram oito gols em 22 partidas."
30,cruzeiro,"O Cruzeiro encerrou a campanha vexatória da Conmebol Sul-Americana com um empate sem graça e sem gols diante do Unión, no Mineirão. Entrou em campo já eliminado e fez um jogo que valeu somente para a manutenção da sequência sem derrotas. A queda precisa deixar lições, ainda que o momento seja (com razão) de otimismo e minimize o gosto amargo deixado pelo torneio continental. O duelo com o Unión foi protocolar, assim como foi a vitória diante do Palestino, também no Mineirão. Mas, desta vez, um jogo ruim, em ritmo de amistoso, com pouquíssimos aspectos para serem aproveitados. Dos mais usado, Walace talvez seja exceção, com bom jogo firme no meio-campo. Os garotos da base não se destacaram, mas ao menos tiveram minutos para maturação naquele que talvez tenha sido último momento que não valha na temporada. Os cinco pontos foram conquistados pelo time no returno, quando já estava em fase complicada na competição. Curiosamente, foi quando Leonardo Jardim mais rodou o elenco, gerindo a parte física dos considerados titulares e dando minutagem a outros sem tanto espaço. Isso mostra que o grupo havia obrigação de classificação do time. É verdade que o treinador também não usou força máxima nas derrotas para Unión Santa Fé e Palestino, no primeiro turno, mas não estava no planejamento a eliminação. O Cruzeiro se complicou sozinho – por vários motivos – e, agora, precisa usar essa queda a seu favor. O principal motivo da eliminação, sem dúvida, foi o erro de planejamento da diretoria. Trocou técnico com três jogos oficiais no ano, viu o Campeonato Mineiro perder a função de “laboratório” e teve que trocar os pneus com o carro em movimento. O resultado foi visto com a queda na semifinal do Mineiro, mas também com a eliminação na Sul-Americana. Leonardo Jardim disputou ao menos um terço dos jogos do torneio tateando o elenco e buscando jogadores e formação ideais. Claro, pelo nível de investimento e na comparação com os adversários, o Cruzeiro deveria ter desempenhado melhor nas duas derrotas que abriram o torneio. Jardim e jogadores têm culpa, mas não dá para ignorar o contexto de um planejamento malfeito. A terceira rodada, quando o Cruzeiro já dava seus últimos suspiros, aconteceu com o time ainda oscilante, mas demonstrando crescimento. A derrota diante do Palestino, que praticamente enterrou as chances de classificação, teve o peso grande de erros individuais e até de um emocional fraco. Aquela foi a última derrota do time, há mais de 30 dias. E o período que marcou a rodagem do elenco demonstrou também que houve falha de planejamento na montagem do grupo. Está claro que é desequilibrado , como assumido pelo próprio Leonardo Jardim, que tem encontrado boas soluções individuais para conseguir minimizar esses erros. O Cruzeiro queria sim brigar nas cabeças da Sul-Americana. Era esse o planejamento no início do ano, e ninguém até hoje negou. Mas, agora, é passado, e o clube precisa usar os espaços do calendário como um trunfo nas brigas mais importantes de 2025: o Brasileirão e a Copa do Brasil . Hoje, entre os dez primeiros colocados da Série A, cinco estão envolvidos em competições continentais. O Cruzeiro terá, no mínimo, duas semanas livres a mais que esses adversários, além de não ter jogos durante os 30 dias da Copa do Mundo de Clubes, diferentemente de Flamengo, Fluminense e Palmeiras, integrantes do G-6. E esse segue sendo o principal objetivo do Cruzeiro no ano: terminar com vaga na Libertadores 2026. Nesse aspecto, segue vivo em duas frentes, classificado às oitavas de final da Copa do Brasil e bem colocado no Campeonato Brasileiro. O Cruzeiro, apesar de dois fracassos esportivos no primeiro semestre, chega neste momento da temporada com alentos pensando na sequência. O principal deles é que o trabalho de Leonardo Jardim está em evolução; o segundo – consequência do primeiro – é que há peças individuais em crescimento. É raro falar desta forma após uma eliminação precoce, mas o horizonte é positivo para o restante de 2025, desde que o Cruzeiro siga trabalhando da forma correta, dentro e fora de campo. Inclusive nas janelas de transferências que estão chegando."
31,cruzeiro,"Depois do empate sem gols com o Unión Santa Fe, na despedida do Cruzeiro da Conmebol Sul-Americana, o técnico Leonardo Jardim apontou a necessidade de ter um ""plantel mais competitivo"" para disputar várias competições em condições de brigar pelo título. ""As partidas do Sul-Americana me deixam uma lição muito grande em termos de competitividade. Tem que existir um elenco mais competitivo. E é isso que a gente tem que pensar no futuro, quando o Cruzeiro quiser entrar pra valer em três competições, tem que ter um elenco mais equilibrado, na minha opinião, pra ser mais competitivo, pra jogar pra valer em todas competições."" O treinador tem feito de duas a quatro substituições por jogo. Jardim afirmou ter 16, 17 jogadores no grupo que mantém a equipe competitiva e deu de exemplo a partida diante do Vila Nova, na Copa do Brasil . - Em relação ao que eu penso do elenco, eu penso e tenho demonstrado. Nós temos um grupo de 16, 17 jogadores que mesmo com duas, três ou quatro alterações na equipe, o time tem se mantido competitivo. Aconteceu agora pela Copa do Brasil , houve três ou quatro mudanças e permaneceu competitiva. Em relação aos jogadores que disputaram a partida diante do Unión, Jardim ressaltou que é importante entender que por serem atletas que não jogam juntos e por não serem utilizados, é normal o nível cair. - Quando nós fazemos estas mudanças, que já são mudanças mais radicais, em que temos que utilizar quase 10, 12 jogadores que não têm sido utilizados, o nível de competências abaixa. É normal, porque é uma equipe que não está acostumada a jogar junta e a ter um registro de competição mais constante. Nas partidas da Sul-Americana, o português aproveitou para usar atletas da base. Jardim comentou que está usando-os para abrir portas no Cruzeiro . O português citou que quando foi contratado esse foi um dos pedidos de Pedro Lourenço, dono do clube. O treinador ainda deu de exemplo o trabalho do Palmeiras com a base. - Eu coloco os jogadores da base porque faz parte do nosso projeto, como clube, dar uma atenção à base, para termos cada vez mais jogadores jovens que acreditem que existe vaga no profissional para jogar. Vocês têm um bom exemplo, e vamos enfrentar este fim de semana, o Palmeiras. Durante estes anos tem tido uma aposta grande na base e nós também queremos seguir esse caminho. ""Foi uma das coisas que o nosso presidente, quando me contratou, falou que gostaria de abrir esta porta para os jogadores da base. Não vamos jogar com os jogadores da base por jogar. Mas sempre que existirem oportunidades, vamos colocar para eles começarem a crescer dentro deste meio mais profissional."" O próximo desafio do Cruzeiro , é justamente contra o Palmeiras, pelo Campeonato Brasileiro, às 20h30 (de Brasília), no Mineirão. O time de Jardim vem de uma sequência invicta de 10 partidas, sendo sete vitórias e três empates."
32,flamengo,"A diferença entre doloso e culposo no ""juridiquês"" pode ser resumida em com ou sem intenção. E o segundo termo virou uma espécie de meme na classificação com sufoco do Flamengo na Conmebol Libertadores. Seja pela atuação ruim na vitória derradeira sobre o Deportivo Táchira no Maracanã, ou pela campanha inteira na fase de grupos, a verdade é que o time de Filipe Luís atingiu o seu objetivo sem fazer muito por onde. O sentimento do torcedor foi mais de alívio do que outra coisa, como ficou evidente com as vaias no apito final. + Filipe Luís cita vice do City para explicar dificuldade do Flamengo contra Táchira: ""Dez na área"" + Vini Jr., João Gomes e Paquetá assistem ao jogo do Flamengo na Libertadores no Maracanã Apesar de toda a oscilação, o Flamengo ainda poderia ter sido líder do grupo, mas desperdiçou essa chance. Bastava vencer com uma diferença de gols igual ou maior do que a da LDU, que fez 3 a 0 no Central Córdoba jogando na altitude de Quito. O time argentino, que acabou eliminado, deixa a Libertadores sem ser derrotado pelo Rubro-Negro, que por sua vez, nos dois jogos contra a equipe de pior campanha, entre todas as 32 do torneio, venceu só por 1 a 0 com sustos no fim . A esperada goleada contra um adversário já eliminado e que cumpria tabela em nenhum momento ameaçou acontecer na noite da última quarta-feira. O Flamengo fez um primeiro tempo muito ruim, um dos piores da ""Era Filipe Luís"", e não conseguiu furar a retranca venezuelana diante de mais de 66 mil pessoas no Maracanã. Foram 56% de posse de bola e sete finalizações, mas apenas uma única chance de gol: aos 42 minutos, o goleiro saiu mal num escanteio, Pedro se desvencilhou do marcador na segunda trave e chutou para fora, com o gol aberto (veja no vídeo abaixo) . Como o técnico admitiria depois na entrevista coletiva, os jogadores estavam muito ansiosos em campo no primeiro tempo. Por isso erravam com frequência desde fundamentos às tomadas de decisões. Filipe Luís conseguiu controlar os ânimos da rapaziada no vestiário e, junto com a entrada de Bruno Henrique, o time foi outro na etapa final. Com menos de 10 minutos, criou duas chances claras: uma cabeçada defendida à queima-roupa de Gerson e um chute fraquinho de Arrascaeta na área após ótimo contra-ataque (veja nos vídeos abaixo) . + Compre já seus ingressos para os jogos do Flamengo O gol do alívio saiu na bola parada: aos 20, Luiz Araújo cobrou falta, Léo Pereira apareceu livre vindo de trás em velocidade, e a finalização de primeira foi perfeita. O problema é que depois o Flamengo de novo deixou de jogar. Filipe Luís tirou Pedro e Arrascaeta, e a bola começou a bater no ataque e a voltar sem alguém para segurá-la lá. O técnico até colocou o Evertton Araújo em campo para adiantar o Gerson, mas o Táchira começou a sair mais. E no abafa nos acréscimos, Lucas Cano ficou cara a cara com Rossi e parou no goleiro (veja no vídeo abaixo) . Parafraseando o repórter Richard Souza, da TV Globo, o Flamengo ""teve mais Rossi que juízo"". O Rubro-Negro terminou o jogo com 54% de posse, 19 finalizações contra oito, e quatro chances de gol contra uma dos venezuelanos. Mas flertando com o que seria uma trágica eliminação precoce em caso de empate . O desabamento de jogadores em campo ao soar do apito final mostra das duas uma: a parte física começou a pesar no meio da temporada, ou o fator emocional tem feito os atletas correrem errado e se desgastarem muito mais do que o necessário. ✅Clique aqui para seguir o novo canal ge Flamengo no WhatsApp Questionado sobre a força mental do time, Filipe Luís saiu em defesa dos jogadores na entrevista coletiva e citou alguns feitos, como os títulos da Copa do Brasil e da Supercopa conquistados sobre os dois finalistas da Libertadores do ano passado. Mas um exemplo prático que poderia ter sido feito na última quarta-feira: quando sai o gol de Léo Pereira, os atletas vão comemorar ao invés de pegarem a bola e levarem para o meio de campo, pois o Flamengo ainda poderia ser líder se fizesse mais gols . A classificação, ainda que em segundo lugar em uma chave que parecia ser tranquila, por ora é suficiente para evitar o desencadear de uma crise. Mas preocupa para a sequência não só da Libertadores, como também da iminente Copa do Mundo de Clubes, que começa dentro de duas semanas. A dificuldade para jogar contra o saco de pancadas do grupo precisa gerar uma reflexão interna de como furar retrancas. Até porque nomes importantes como De la Cruz e Plata, lesionados, ainda continuarão fora por um tempo, e Arrascaeta está suspenso do jogo de ida das oitavas . O sorteio dos confrontos das oitavas de final da Libertadores será na próxima segunda-feira, na sede da Conmebol no Paraguai. Antes, o Flamengo enfrenta o Fortaleza no domingo, às 18h30 (de Brasília) no Maracanã, com chance de assumir a liderança do Campeonato Brasileiro em caso de tropeço do Palmeiras diante do Cruzeiro no Mineirão. O elenco rubro-negro se reapresenta na tarde desta quinta-feira no Ninho do Urubu. + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Flamengo no ge, na Globo e no sportv"
33,flamengo,"+ Compre já seus ingressos para os jogos do Flamengo ✅Clique aqui para seguir o novo canal ge Flamengo no WhatsApp + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Flamengo no ge, na Globo e no sportv"
34,flamengo,"Cria das categorias de base do Flamengo , o volante João Gomes assistiu ao jogo contra o Deportivo Táchira, na noite desta quarta-feira, pela Conmebol Libertadores, nas arquibancadas do Maracanã. Além dele, Lucas Paquetá e Vini Jr., também revelados pelo Rubro-Negro, marcaram presença no local, mas em camarotes. + Memphis no Flamengo? Saiba os valores pedidos pelo holandês e recusados pelo clube em 2024 O atleta, atualmente no Wolverhampton, da Inglaterra, já havia anunciado durante a tarde, nas redes sociais, que iria aparecer no Setor Norte, onde a maioria das torcidas organizadas fica. A lista de jogadores que foram ao Maracanã para prestigiar o Flamengo não parou por aí: o lateral-direito Rodinei, hoje no Olympiacos, e Alexsandro Ribeiro, zagueiro do Lille e convocado à Seleção, também foram ao estádio. O Flamengo depende de uma vitória simples para garantir classificação ao mata-mata da competição internacional. + Compre já seus ingressos para os jogos do Flamengo + ✅Clique aqui para seguir o novo canal ge Flamengo no WhatsApp + O mercado do Cartola vai fechar! Monte seu time agora! Assista: tudo sobre o Flamengo no ge, na Globo e no sportv"
35,fluminense,"Nesta semana, o ge publicou alguns avanços nas negociações do Fluminense que envolvem jogadores com contratos válidos até o final do ano. Paulo Henrique Ganso, Guga, Victor Hugo, por exemplo, são alguns deles. Mas há mais atletas em Laranjeiras que vivem situações parecida, e mostramos abaixo como está cada um deles e como os atletas estão sendo avaliados. O atual vínculo de Ganso é válido até o final de dezembro de 2025. Do lado do clube, há o interesse na renovação desde o final do ano passado. O episódio da miocardite fez com que as conversas fossem paralisadas devido à incerteza quanto a situação do coração do jogador após o tratamento. De volta, o objetivo permanece. No último sábado, ele se tornou o quarto atleta com mais vitórias pelo clube no século. Do lado do jogador, também há o desejo de ficar. A relação de Ganso com a diretoria é boa e, a pessoas próximas, ele diz estar adaptado ao Rio de Janeiro e feliz com o fato de o filho, Enrico, estar atuando nas categorias de base do clube. Pessoas ligadas ao atleta acreditam que, se for apresentado um projeto interessante, a tendência é que o acordo seja fechado. O Fluminense propôs uma extensão para o lateral-direito no início do ano, que foi recusada. Existe a expectativa de que as conversas sejam retomadas na janela do meio do ano. Há o interesse do clube em continuar com o atleta. Ele virou titular após as dores musculares de Samuel Xavier e decidiu o clássico contra o Vasco, no último sábado. Teve o seu empréstimo renovado junto ao Tricolor já neste primeiro semestre. Antes, tinha vínculo até o final de junho. Agora, vai até o final de dezembro. Nonato pertence ao Santos, com quem tem contrato até o final de 2026. Neste momento, ele é uma peça bastante utilizada do elenco e conta com o apoio do técnico Renato Gaúcho. Os paulistas, por outro lado, não o têm em seus planos. No início da temporada, renovou até o final do ano devido a saída de Antônio Carlos para o Sport. Também aceitou uma redução salarial para continuar no elenco. Disputou apenas cinco jogos em 2025 e está no final da fila entre os zagueiros. Tem recebido sondagens visando a janela de meio de ano, mas nenhuma proposta formal foi enviada ao Fluminense até o momento. Não deve ter o seu contrato renovado e retornará ao FC Cascavel. O Tricolor tem a opção de compra, mas não deve executá-la. Victor Hugo está à disposição, mas como tem contrato válido até o final de junho, não tem sido relacionado para as partidas. Ele está fora dos planos do técnico Renato Gaúcho. O jogador de 25 anos, que estava no Goiás e pertence ao Primavera-SP, assinou vínculo por empréstimo com opção de compra até o fim de 2025. Nesta temporada, tem 14 jogos disputados e um gol marcado. Começou a ganhar mais espaço com o técnico Renato Gaúcho nos últimos jogos. + ✅Clique aqui para seguir o novo canal ge Fluminense no WhatsApp A cláusula de compra prevista no acordo respalda o clube até o fim do ano e dá tempo para que a decisão de adquirir ou não o atacante seja tomada. Ele será avaliado durante os próximos meses antes de que o martelo seja batido. Há situações de jogadores que seguem no elenco, mas não são utilizados, como o zagueiro Davi Alves, o meia Gustavo Apis e o atacante Lucas Ribeiro. Cada caso será avaliado individualmente. Assista: tudo sobre o Fluminense no ge, na Globo e no sportv"
36,fluminense,"O Fluminense encerrou a preparação para a última partida da fase de grupos da Copa Sul-Americana 2025, contra o Once Caldas. A tendência é que Renato Gaúcho mantenha a rotação que vem fazendo nas últimas partidas, a fim de dosar a carga de alguns jogadores. + Ganso, Guga, Victor Hugo... Entenda as situações de atletas com contrato até o fim de 2025 no Fluminense O capitão Thiago Silva pode começar a partida no banco de reservas, como vem ocorrendo nos jogos do torneio continental. Ganso, que foi opção no banco contra o Vasco, deve voltar ao time titular como referência na construção das jogadas. Samuel Xavier, que ainda se recupera das dores sentidas na coxa no jogo contra a Aparecidense, é dúvida. Guga deve dar sequência à boa atuação que teve contra o Vasco, começando também na Sul-Americana. + O mercado do Cartola vai fechar! Monte seu time agora! Otávio, Cano, Canobbio e Bernal são desfalques certos para a partida, ainda em processo de recuperação de lesões. Keno, que vem lidando com um leve problema muscular, deve seguir fora da lista de relacionados. Escalação provável: Fábio, Guga, Ignácio (Thiago Silva), Freytes e Fuentes (Renê); Hércules, Martinelli (Nonato) e Ganso; Arias, Everaldo e Serna. O Fluminense é o segundo colocado do Grupo F da Copa Sul-Americana. Se vencer o Once Caldas, garante o topo da chave e a vaga direta nas oitavas de final do torneio. Em caso de tropeço, terá que disputar os playoffs. + Compre já seus ingressos para os jogos do Fluminense + ✅Clique aqui para seguir o novo canal ge Fluminense no WhatsApp Assista: tudo sobre o Fluminense no ge, na Globo e no sportv"
37,fluminense,"Recuperado de uma inflamação no coração e de volta ao Fluminense , Paulo Henrique Ganso vê a sua renovação de contrato voltar a ser tema dentro do clube. O Tricolor reabriu negociação com os empresários do atleta e quer avançar antes do início da Copa do Mundo de Clubes, em junho. + Victor Hugo não terá contrato renovado e caminha para deixar o Flu O atual vínculo de Ganso com o Fluminense é válido até o final de dezembro de 2025. Em julho deste ano, o jogador poderá assinar contrato com outro clube caso a renovação não seja assinada. Porém, a negociação não caminha para este lado e, neste momento, ambos buscam um comum acordo pela permanência. Do lado do Fluminense , havia o interesse na renovação desde o final do ano passado. Porém, o episódio da miocardite fez com que as conversas fossem paralisados devido a incerteza quanto a situação de Ganso após o tratamento. De volta, o interesse permanece. No último sábado, ele se tornou o quarto atleta com mais vitórias pelo clube no século. Do lado do jogador, também há o desejo de ficar. A relação de Ganso com a diretoria do Fluminense é boa e, a pessoas próximas, ele diz estar adaptado ao Rio de Janeiro e feliz com o fato do filho, Enrico, estar atuando nas categorias de base do clube. Pessoas ligadas ao atleta acreditam que, se o Fluminense apresentar um projeto interessante, a tendência é que o acordo seja fechado. O projeto, neste caso, não é só financeiro, mas um plano do clube para ele. Algo na linha de ser referência para os mais jovens, brigar por títulos e até mesmo uma possível aposentadoria. Quem acompanha situação de perto é o Santos, que já fez consultas para saber da possibilidade de uma transferência ou assinatura em caso de não renovação de contrato. Contratado em 2019, Ganso tem 277 jogos pelo Fluminense e quatro títulos conquistados: os Campeonato Cariocas de 2022 e 2023, a Conmebol Libertadores de 2023 e a Recopa Sul-Americana de 2024. Ao todo, ele marcou 27 gols. Assista: tudo sobre o Fluminense no ge, na Globo e no sportv"
38,fluminense,"O Fluminense trata o duelo contra o Once Caldas, nesta quinta-feira, no Maracanã, como uma decisão. Por que? Garantir a primeira colocação do Grupo F da Sul-Americana significa ter alguns benefícios no futuro, como mais tempo para descanso e premiação maior. Classificar direto para as oitavas de final significa ter um ""alívio"" no apertado calendário. Isso porque faria o Tricolor evitar os playoffs, o duelo contra os terceiros colocados que vem da Libertadores. São jogos de ida e volta. Ou seja, evitaria duas semanas tendo que entrar em campo e mais uma viagem a ser feita. Pode parecer bobagem, mas são poucas as semanas livres no calendário do Fluminense . Com a disputa da Copa do Mundo de Clubes e da Copa do Brasil, os meios de semanas serão recheados nos próximos meses. Duas semanas de descanso serão importantes, naturalmente. O Fluminense já está na próxima fase da Conmebol Sul-Americana. Mas como garantiu no mínimo uma vaga nos playoffs da competição, o Tricolor tem pelo menos US$ 500 mil (R$ 2,8 milhões) de premiação. Porém, esse valor ainda pode aumentar dependendo do que acontecer na 6ª rodada da fase de grupos. Caso o Tricolor fique na primeira colocação, irá direto para as oitavas de final e o valor subirá para US$ 600 mil (R$ 3,4 milhões). Vale lembrar que, nesta Sul-Americana, o Fluminense somou o seguinte em prêmios: US$ 900 mil (R$ 5,1 milhões) por estar na fase de grupos e US$ 115 mil (R$ 653 mil) por vitória na competição. Ou seja, somando com o mínimo garantido nos playoffs, são R$ 9,8 milhões. Evitar os playoffs da Sul-Americana também pode ser a chance de evitar uma pedreira vinda da Libertadores. Caso vá direto para as oitavas de final, irá enfrentar o vencedor desta fase. Ou seja, tem 50% de chance de evitar alguém que veio da principal competição do continente. Porém, nos playoffs, é 100% de certeza que irá enfrentar alguém da Libertadores. Neste momento, por exemplo, o Botafogo e o Bahia estão nesta faixa. A LDU, do Equador, que manda seus jogos na altitude, também. O Fluminense tenta garantir a vaga direta nas oitavas de final da Copa Sul-Americana, contra o Once Caldas. A bola rola na próxima quinta-feira, às 21h30, no Maracanã. Qualquer vitória garante o Tricolor na primeira posição do Grupo F. Assista: tudo sobre o Fluminense no ge, na Globo e no sportv"
39,fluminense,"Paulo Henrique Ganso subiu mais um degrau na sua idolatria dentro do Fluminense . Após participar da vitória por 2 a 1 sobre o Vasco, no último sábado, no Maracanã, o camisa 10 voltou a se reforçar como um dos jogadores com mais vitórias pelo Tricolor neste século. Está próximo de entrar no Top-3 deste ranking e desbancou outro ídolo do clube. No caso de Ganso, o triunfo no clássico o fez chegar a 137 vitórias desde que chegou ao Fluminense , em 2019. É a mesma marca de Marcão, que estava isolado na quarta colocação. Porém, o camisa 10 tem melhor aproveitamento: atingiu o feito em 276 partidas contra 320 necessárias pelo ex-volante e atual membro da comissão técnica. Na atual contagem, faltam 29 jogos para Ganso entrar no Top-3. A terceira colocação pertence a Diego Cavalieri, que tem 166 vitórias no século. A temporada de Ganso com mais vitórias pelo Fluminense foi em 2022, quando somou 34 triunfos. O pódio deste ranking é completo por Fred, segundo colocado com 193 vitórias, e Gum, líder com 201. Gum — 201 vitórias Fred — 193 vitórias Diego Cavalieri — 166 vitórias Ganso e Marcão — 137 vitórias Na próxima quinta-feira, Ganso pode subir ainda mais nesta contagem. Isso porque o Fluminense tenta garantir a vaga direta nas oitavas de final da Copa Sul-Americana, contra o Once Caldas. A bola rola na próxima quinta-feira, às 21h30, no Maracanã. Qualquer vitória garante o Tricolor na primeira posição do Grupo F. Assista: tudo sobre o Fluminense no ge, na Globo e no sportv"
40,fortaleza,"Um dos pilares defensivos do Fortaleza na temporada, o zagueiro Gustavo Mancha despertou a atenção do futebol europeu. O ge apurou que times da Inglaterra, Itália, Espanha e Portugal têm interesse no jogador. As ofertas são altas e variam entre 5 e 6 milhões de euros (o equivalente a R$ 38 milhões ) por 80% dos direitos econômicos do atleta. Os valores colocariam Gustavo Mancha - em uma eventual concretização da negociação - como a maior venda da história do Fortaleza . Os valores superariam a transação do volante Hércules para o Fluminense . À época, o Leão negociou 70% do jogador por R$ 29 milhões. O ge apurou que ainda não há proposta oficial para o Fortaleza, apenas o contato com o staff do jogador. A janela de transferências do Mundial de Clubes abre no dia 2 de junho e fecha no dia 10 de junho deste ano. Mancha tem contrato com o Fortaleza até o fim de 2026, com cláusula de renovação automática a partir de dezembro deste ano. O atleta tem 30% dos seus direitos vinculados ao Palmeiras. Os outros 70% pertencem ao time cearense. O defensor se consolidou na zaga tricolor e ganhou a confiança de comissão técnica e torcida. No ano, são 17 jogos pelo Leão, tendo sido titular em todos eles. Ele só não tem mais jogos do que o chileno Kuscevic, no setor, com 20 partidas. Mancha tem uma assistência no ano, sem gols marcados."
