,time,noticia
47,gremio,"O Conselho Deliberativo do Grêmio atualizou, na noite desta terça-feira, o regulamento da Calçada da Fama do clube, localizada na Arena. Há mudanças na quantidade de assinaturas necessárias para indicar um homenageado e no texto que trata de quem pode receber a honraria. + Alô, torcida tricolor! O ge Grêmio está no WhatsApp! De acordo com o presidente do Conselho Deliberativo, Alexandre Bugin, para propor a inclusão de um nome para a Calçada da Fama, passa a ser necessário a assinatura de 50 conselheiros e não mais de 20 , como era até então. A cada dois anos, podem ser propostos no máximo três nomes. Mulheres agora também podem ser indicadas. Antes, não havia impeditivo, mas o texto do regulamento passa a deixar explícito que as homenagens são para profissionais tanto do futebol masculino quanto do feminino . Ainda não há mulheres no espaço. – Em termos percentuais, houve uma aprovação de 92% dos conselheiros – afirmou Bugin, que conduziu a reunião com a presença de 206 conselheiros, na Arena. Houve apenas uma divergência. Na atualização das regras, era proposto que capitães com títulos nacionais e internacionais fossem automaticamente homenageados. Contudo, o órgão gremista preferiu que, mesmo nessa situação, a indicação passe por referendo do Conselho Deliberativo. Além disso, passa a ser definido que só entram na Calçada da Fama profissionais que tenham se aposentado nas funções nas quais foram homenageados. Ou seja, atletas devem ter parado de jogar e técnicos deixado de treinar. A exceção é justamente para capitães de equipes vitoriosas. – Nós solicitamos que a mesa do memorial fizesse atualização do regulamento, que era de 2001. A comissão fez um trabalho de ouvir sugestões de conselheiros, de grupos políticos, fizeram uma triagem e uma proposta — explicou o presidente do Conselho. Segundo Bugin, o regulamento segue sem limitação para profissionais homenageados que passem a trabalhar no maior rival. Essa discussão ganhou força nas redes sociais após Roger Machado, ex-atleta homenageado na Calçada da Fama em 2011, tornou-se técnico do Inter. As marcas ds pés do treinador, na esplanada da Arena, chegaram a ser vandalizadas no ano passado. 🎧 Ouça o podcast ge Grêmio 🎧 + Assista: tudo sobre o Grêmio no ge e na TV"
48,gremio,"O Grêmio terá preservações para o jogo com o Sportivo Luqueño, nesta quinta-feira, às 19h, na Arena. O técnico Mano Menezes preservou três titulares para a partida e relacionou jovens como Zortéa e Jardiel. + Alô, torcida tricolor! O ge Grêmio está no WhatsApp! O centroavante Braithwaite, o zagueiro Kannemann e o goleiro Tiago Volpi estão fora do jogo e nem foram relacionados. O volante Villasanti aparece na lista, mas foi citado por Mano como um dos desgastados depois da vitória sobre o Bahia e deve começar no banco. Saiba mais + O que vale o jogo contra o Luqueño para o Grêmio + Grêmio x Sportivo Luqueño: onde assistir e escalações + Direção responde cobranças no Conselho; bastidores Assim, a tendência é que o goleiro Gabriel Grando, o zagueiro Jemerson e o centroavante Arezo ganhem oportunidade desde o início. O defensor ficou dois jogos fora, por opção técnica contra o CSA e suspenso contra o Bahia. Além da zaga e do meio-campo, Grêmio terá alteração na lateral esquerda. Marlon não foi inscrito na primeira fase da Sul-Americana, e Lucas Esteve ocupará o seu lugar. Na lateral direita, João Pedro fraturou o tornozelo esquerdo. Sem atletas da posição, Mano adiantou que utilizará o volante Ronald ou o zagueiro Gustavo Martins na vaga. Uma provável escalação tem Gabriel Grando; Ronald (Gustavo Martins), Jemerson, Wagner Leonardo e Lucas Esteves; Dodi, Camilo, Cristian Olivera (Alysson), Cristaldo e Amuzu (Pavon); Arezo. O Grêmio é o segundo colocado do Grupo D, com nove pontos ( veja a tabela aqui ). O Godoy Cruz tem 11 e recebe o Atlético Grau, que venceu apenas um jogo, na Argentina. A situação encaminha o Tricolor para os playoffs da Sul-Americana, onde espera um dos terceiros colocados da Libertadores para duas partidas de mata-mata em datas a serem definidas, em julho. 🎧 Ouça o podcast ge Grêmio 🎧 + Assista: tudo sobre o Grêmio no ge e na TV"
49,internacional,"O Inter virou sobre o Bahia na noite desta quarta-feira, no Beira-Rio, venceu por 2 a 1 e mandou o adversário direto às oitavas de final da Conmebol Libertadores para o playoff da Copa Sul-Americana. Em suas redes sociais, o clube gaúcho alfinetou o foguetório armado por baianos e gremistas na madrugada no hotel da equipe . Veja também: + Roger destaca indignação: ""Grupo F*"" + Alisson e Raphinha acompanham jogo + Dê suas notas aos jogadores do Inter + Maurício Saraiva: melhor modo Roger Na noite passada, um grupo de torcedores do Bahia e do Grêmio, rival colorado, se uniram para tentar atormentar os jogadores do Inter. Armaram um foguetório durante a madrugada em frente à concentração colorada em Porto Alegre. A tentativa não surtiu efeito e virou provocação. Depois do resultado definido no Beira-Rio, o Inter publicou em seu perfil no Twitter: – Um deu a assistência, o outro marcou o gol da virada. 🕺⚽️. Soltaram fogos cedo demais. Aqui a festa é no apito final. 😉Nos vemos em agosto, @LibertadoresBR! 👋 A postagem contém um vídeo no qual o atacante Wesley e o atacante Borré dançam na festa do título gaúcho deste ano. Diante do Bahia, o segundo gol saiu de um cruzamento de Wesley para Borré cabecear firme, sem chance a Marcos Felipe. Enquanto o Inter avançou para as oitavas de final da Libertadores com a primeira colocação do Grupo F, o Bahia caiu para terceiro e disputará o playoff contra um dos oito segundos lugares na Copa Sul-Americana. 🎧 Ouça o podcast ge Inter 🎧 + Assista: tudo sobre o Inter no ge e na TV"
50,internacional,"Duas semanas após o acidente doméstico com uma lareira ecológica, o ex-zagueiro Lúcio apareceu pela primeira vez, de perfil, em uma publicação feita pela esposa nas redes sociais. Na imagem, o ex-jogador da Seleção e do Internacional segura, sorridente, uma xícara de café e apresenta pequenos ferimentos no rosto. – A nossa melhor foto. O nosso sorriso mais sincero e cheio de gratidão. Nosso primeiro passeio (dentro do hospital) para um café. Que dia maravilhoso. Te amo – escreveu Marília Forgiarini na legenda. Lúcio segue internado no hospital Nora Teixeira, em Porto Alegre, para tratamento das queimaduras de segundo grau que atingiram 18% do corpo, após o acidente com uma lareira na residência de amigos, em Brasília. O caso aconteceu no dia 16, uma semana após comemorar o aniversário de 47 anos. No dia 21, o ex-atleta foi transferido para a capital gaúcha. Conforme a mais recente nota, divulgada pela equipe do atleta na quarta-feira, Lúcio ""vem apresentando boa evolução clínica, e o tratamento vem sendo conduzido com excelência, dedicação e atenção minuciosa."" No domingo, o ex-zagueiro fez uma publicação nas redes sociais dentro de uma câmara hiperbárica, equipamento que ajuda a acelerar a cicatrização."
51,internacional,"Roger Machado desabafou ao elogiar o grupo do Inter após o 2 a 1 sobre o Bahia na noite desta quarta-feira que garantiu o time nas oitavas de final da Conmebol Libertadores. + O ge está no WhatsApp! Siga o canal ge Inter O Colorado ainda terminou em primeiro lugar do Grupo F com 11 pontos. Justamente em uma chave considerada por muitos a mais complicada. Veja mais: + Alisson e Raphinha torcem pelo Inter na classificação + Deem notas aos colorados após a vaga às oitavas de final + Mauricio Saraiva: classificação no melhor modo Roger Na entrevista coletiva, o técnico apresentou diversos números para defender o grupo pela instabilidade atual e quis mostrar o poder de indignação. Valorizou resultados conquistados após estar atrás no placar e formas diferentes de abordagem, como ocorrido no empate em 3 a 3 com o Nacional , no Beira-Rio. — A síntese é analisar diferentes narrativas dos resultados que temos. Quando recuperamos, como após tomar três do Nacional, o centro do país dizia que tínhamos recuperado, mas aqui na nossa aldeia tínhamos evitado um vexame — afirmou o treinador. Treinador e jogadores sabiam da combinação necessária para alcançar a liderança do Grupo F, o que ocorreu, mas o foco estava na vaga. Aproveitou para agradecer ao torcedor e prometer que o time manterá a entrega para evoluir. — Queríamos classificar. A vitória e combinação de outro resultado nos daria o primeiro lugar. Veio. O torcedor veio ao estádio e queria agradecer pela confiança neste momento de instabilidade. Nem sempre ele entende a escolha, a estratégia do momento. Buscamos fazer o melhor ao grupo. Pode ter certeza de que trabalharemos diuturnamente para vencer, classificar e o torcedor estar feliz — completou. O Inter agora aguarda o sorteio para conhecer o próximo adversário pela Libertadores. Antes, o time volta a concentrar forças no Brasileirão. No domingo, os gaúchos recebem o Fluminense, às 20h30, no Beira-Rio. 🎧 Ouça o podcast ge Inter 🎧 + Assista: tudo sobre o Inter no ge e na TV"
52,internacional,"O vestiário do Inter foi de alegria pela classificação às oitavas de final da Conmebol Libertadores e com direito a colorados ilustres após a vitória por 2 a 1 sobre o Bahia . Alisson e Raphinha estiveram no Beira-Rio e comemoraram o objetivo atingido do time do coração. O atacante do Barcelona ainda teve “uma noite de fã”, ao receber a camisa de Bernabei, que é o mais novo problema de Roger Machado. + O ge está no WhatsApp! Siga o canal ge Inter O lateral-esquerdo precisou deixar a partida aos 18 minutos do segundo tempo, após colocar a mão na parte de trás da coxa esquerda. Será submetido a exames para saber se aumentará a lista de desfalques por lesão. – Acho que teve algo que demandará mais tempo – disse Roger durante a coletiva. Veja mais + Borré volta e vive noite de redenção em virada do Inter + Inter cutuca torcedores de Grêmio e Bahia nas redes; veja + Alisson e Raphinha vibram com classificação do Inter Se o discurso deixa uma incógnita no ar, no vestiário o argentino sorriu com os amigos e conversou com Raphinha. O momento acabou registrado com uma foto e o astro da Seleção levou a camisa 26. Pelo discurso de Roger, o lateral já é problema para encarar o Fluminense no domingo pelo Brasileirão. Ramon, que o substituiu contra o Babhia, desponta como o favorito para receber mais uma oportunidade. O local do problema de Bernabei tem sido corriqueiro de problemas entre os colorados. Além do lateral, Borré, Carbonero, Enner Valencia e Ricardo Mathias tiveram lesões justamente na coxa esquerda. À espera do exame, o Inter comemora a classificação. O time terminou em primeiro do Grupo F com 11 pontos e conhecerá o próximo adversário no sorteio de segunda-feira em Luque no Paraguai. Antes, o Colorado volta a concentrar forças no Brasileirão. No domingo, os gaúchos recebem o Fluminense, às 20h30, no Beira-Rio. 🎧 Ouça o podcast ge Inter 🎧 + Assista: tudo sobre o Inter no ge e na TV"
53,juventude,"Mesmo com a derrota por 1 a 0 para o Bragantino fora de casa, o técnico do Juventude Claudio Tencati fez uma avaliação otimista da atuação da equipe na noite desta segunda-feira, pela 10ª rodada do Campeonato Brasileiro. Para ele, o time mostrou evolução defensiva e equilíbrio diante de um dos ataques mais fortes da competição, afirmou. + Leia mais notícias do Juventude — A gente sabia que a equipe estava com uma dificuldade defensiva, principalmente fora de casa. Procuramos ajustar os duelos, os gatilhos de pressão — afirmou o treinador. O Juventude teve chances pontuais para empatar, como na cabeçada de Mandaca no travessão, no primeiro tempo, e em jogada de Batalla na etapa final. No entanto, a equipe ainda sofreu com a falta de efetividade ofensiva. — Faltou atacar mais no primeiro tempo. Ainda precisamos melhorar nosso jogo ofensivo, mas a equipe está mais confiante, mais segura. Hoje conseguimos empurrar o Red Bull para trás em alguns momentos, o que poucas equipes fizeram aqui (em Bragança Paulista) — completou. Apesar do resultado negativo, o treinador destacou a melhora na autoestima do grupo e a consistência defensiva. — Conseguimos fazer o que poucas equipes fizeram aqui, jogar o Red Bull para trás. Levar dificuldade. Explorar bem os corredores, e a minha avaliação foi extremamente positiva. Eu vi a evolução da equipe. Vi a consistência da equipe. E a gente tem a tendência a melhorar — afirmou. Agora, o foco do Juventude se volta para o clássico contra o Grêmio, partida no próximo domingo, 16h, no Alfredo Jaconi. — É óbvio que é importante o jogo do final de semana, para a gente terminar essa parada (para o Mundial de Clubes) em uma situação favorável e, inclusive, fora da zona de abaixamento. Então, o nosso foco agora é total para esse enfrentamento com o Grêmio — finalizou o treinador. + Assista tudo sobre o Juventude no ge e na TV:"
54,juventude,"O zagueiro Abner, do Juventude, saiu do banco de reservas no jogo da noite desta segunda-feira, que fecha a 10ª rodada do Brasileirão contra o Bragantino . Isso indica que a negociação entre o jogador de 21 anos com o Botafogo está cada vez mais próxima de um acordo. Abner tem seis partidas no Campeonato Brasileiro. Se entrasse em campo hoje, completaria as sete que impedem um atleta de trocar de clube dentro da Série A. Nas outras competições que o Glorioso disputa, não seria um problema. + Leia mais notícias do Botafogo + Leia mais notícias do Juventude Conforme apurou o ge nos últimos dias, houve avanços nas tratativas e existe otimismo para que tudo dê certo em breve. Há duas janelas de transferência no horizonte: a extraordinária para a Copa do Mundo de Clubes (1º a 10 de junho) e a tradicional (10 de julho a 2 de setembro). O Botafogo fez proposta por 90% dos direitos econômicos do jogador, e as cifras giram em torno de US$ 2,5 milhões (cerca de R$ 14,1 milhões na cotação atual). A informação foi publicada pelo jornal ""Pioneiro"" e confirmada pelo ge . A zaga é uma das prioridades para o time do Rio de Janeiro nas janelas que se aproximam. Jair e David Ricardo têm sido os titulares em meio às ausências de Bastos e Barboza. Este último tem chance de retornar na terça-feira, contra a Universidad de Chile, na Conmebol Libertadores . Abner é nascido no Rio de Janeiro, mas deixou a cidade ainda cedo. Depois de passar pelo Bangu na base, seguiu para o América-MG e depois para o Juventude, clube que o revelou no futebol profissional. O Botafogo volta a campo na terça-feira, às 21h30, no estádio Nilton Santos. O Alvinegro precisa vencer a Universidad de Chile para avançar às oitavas de final da Libertadores sem depender de outros resultados."
55,juventude,"Em busca de reforços para o meio-campo, o Grêmio fez sondagens pelo volante Caíque, de 29 anos, do Juventude. No entanto, o clube da serra gaúcha não demonstrou interesse em negociar o jogador neste momento. Um clube do México também mostrou interesse. Internamente, a direção do Juventude entende que os valores apresentados pelo Tricolor estão abaixo do esperado. Além disso, o jogador é considerado um pilar do time titular que luta pela permanência na Série A. Caíque tem contrato até o fim da temporada e, teoricamente, a partir de julho, pode assinar pré-contrato com outro clube. Se não fizer a venda agora, o Juventude corre o risco de perder o jogador de graça no final do ano. Leia também: + Como o Grêmio busca a ""peça-chave"" para o meio ideal + Abner se aproxima de acerto com o Botafogo No primeiro momento, o clube gaúcho não fez movimentações para renovar o contrato do volante que segue despertando interesse no mercado. Além do Grêmio, um clube do México também realizou consulta pelo jogador. Revelado pela Portuguesa, o volante chegou ao Juventude em 2023, após passagem pelo Ceará, e rapidamente se firmou como titular. Em agosto do ano passado, teve lesão de ligamento cruzado anterior. Neste ano voltou a jogar pelo Juventude e retomou a vaga como titular. Com a abertura da janela de transferências entre os dias 2 e 10 de junho — criada especialmente para o Mundial de Clubes, mas válida para todos os times — e a principal janela entre 10 de julho e 2 de setembro, o Grêmio intensifica o monitoramento do mercado. Segundo apuração do ge , uma das prioridades da comissão técnica é encontrar um jogador com características específicas para atuar como terceiro homem de meio-campo. A ideia de Mano Menezes é contar com um atleta que ajude na criação ao lado do meia central, atuando tanto pelo lado quanto por dentro do campo."
56,juventude,"A primeira fase da Copa do Brasil feminina 2025 vai iniciar nesta quarta-feira com 16 confrontos. Nesta etapa inicial, somente os clubes da Série A3 do Campeonato Brasileiro irão disputar vaga na segunda fase. Clubes da elite nacional da categoria, como Corinthians , São Paulo , Palmeiras , Flamengo e Cruzeiro entram direto na terceira etapa da competição nacional. Em 2025, a Confederação Brasileira de Futebol (CBF) anunciou a volta da Copa do Brasil feminina após nove anos. O clube campeão vai garantir vaga na Supercopa do Brasil da próxima temporada. Confira abaixo os detalhes dos confrontos da primeira fase do torneio. A primeira fase da competição engloba os clubes da Série A3 do Campeonato Brasileiro feminino. Os classificados enfrentam as equipes da Série A2 na segunda etapa do torneio. Os clubes da elite do futebol nacional, como Corinthians, Cruzeiro e Flamengo, irão ingressar na disputa a partir da terceira fase. Ao todo, são 64 equipes se enfrentando pelo título da Copa do Brasil feminina. Com isso, a competição será dividida em sete fases, todas em mata-mata, jogo único, com vaga decidida nas penalidades máximas em caso de empate no tempo regulamentar. Vale lembrar, antes da primeira etapa, a Copa do Brasil teve uma fase preliminar, que foi disputada entre Juventude-SE e Paraíso-TO. O clube sergipano venceu por 4 a 3, nos pênaltis, após um empate sem gols no tempo regulamentar, e vai enfrentar o Tarumã-AM na primeira fase. A Copa do Brasil Feminina volta a ocorrer após nove anos de hiato. Em 2016, ano de sua última realização, o Audax/Corinthians foi o grande campeão ao bater o São José-SP pelo placar agregado de 5 a 3 (2 a 2 na ida e 3 a 1 na volta)."
57,juventude,"O meia Nenê , do Juventude , protagonizou um momento especial na noite de segunda-feira, após a derrota por 1 a 0 para o RB Bragantino , em Bragança Paulista. O veterano presenteou o jovem holandês Xavi Simons , do RB Leipzig, com uma camisa do clube gaúcho personalizada com seu nome e número. + Leia mais notícias do Juventude Simons, que também veste a camisa 10 no clube alemão, acompanhou a partida ao lado de outros jogadores do Leipzig, que estão em turnê pelo Brasil. Pelas redes sociais, o meia compartilhou o presente e escreveu: ""Legend 10"" ( lenda , em tradução livre ), em referência a Nenê. + Veja como foi encontro de jogadores de Leipzig e Bragantino Além de Xavi, estiveram no estádio Loïs Openda, Benjamin Sesko, Nicolas Seiwald, El Chadaille Bitshiabu e Lutsharel Geertruida. O grupo foi flagrado em um camarote durante a transmissão da partida. Veja no vídeo acima. O elenco do RB Leipzig enfrenta o Santos nesta terça-feira, em amistoso no estádio Cícero Souza Marques, também em Bragança Paulista."
58,mirassol,"O Coritiba encaminhou a contratação do atacante Clayson, do Mirassol, para a sequência da Série B do Brasileiro. O jogador de 30 anos, que tem passagem pelo Corinthians na carreira, é aguardado nesta quinta-feira para realizar exames médicos e assinar contrato até o final da temporada. 🗞️ Leia mais notícias sobre o Coritiba ✅ Clique aqui e siga o canal ge Coritiba no WhatsApp A informação inicial foi publicada pelo Lance! e confirmada pelo ge . Clayson estava no Mirassol desde o início da temporada atual, mas fez somente 18 jogos e não marcou gol. No período, foram duas assistências. Em 2023 e 2024, o atacante defendeu o Cuiabá, onde era um dos destaques do elenco. Além de Corinthians, Mirassol e Cuiabá, Clayson também jogou por União São João, Ituano, Ponte Preta, Bahia, além de times do futebol asiático como Al-Faisaly (Arábia Saudita) e V-Varen Nagasaki (Japão). No Coritiba , Clayson chega junto de um outro companheiro do Mirassol: Iury Castilho. O Coxa será o terceiro clubes que eles vão atuar. Antes do time paulista, eles foram parceiros também no Cuiabá, em 2023. Apesar dos reforços, os dois estarão à disposição do técnico Mozart a partir de segunda-feira, data que se abre a janela de transferências no período de contratações para o Mundial de Clubes."
59,mirassol,"O árbitro do jogo de Mirassol e São Paulo , Alex Gomes Stefano, colocou na súmula que o primeiro gol do Leão foi contra de Ferraresi, zagueiro do Tricolor. Havia a expectativa pela marcação do gol do meia Gabriel, em uma disputa pela bola entre os dois (confira o vídeo acima) , aos sete minutos do segundo tempo no duelo da décima rodada no Morumbis, no último sábado. O time do interior venceu por 2 a 0. O gol aconteceu em uma jogada construída por Edson Carioca e Lucas Ramon, que bateu para o gol e contou com falha do goleiro Rafael, que rebateu para o lado. Gabriel e Ferraresi disputaram a bola, que entrou no fundo das redes. Em fala bem humorada nas redes sociais do Mirassol, o meia garantiu que tocou na bola. – Não tem problema não, vamos em busca de mais. A bola pegou em mim, dividida, faz parte, mas tá de boa – disse o meia ( veja entrevista abaixo). Veja também + Mirassol encerra três marcas negativas em vitória contra o São Paulo + Coritiba encaminha a contratação do atacante Iury Castilho, do Mirassol + Confira a tabela do Brasileirão O meio-campista do time amarelo e verde faz sua terceira temporada pelo clube com 18 gols e 10 assistências em 115 partidas. A próxima oportunidade para o maestro marcar no Brasileirão é na 11ª rodada do Brasileirão, quando o Mirassol recebe o Sport, no próximo domingo, às 11h, no Maião."
60,mirassol,"O Remo anunciou nesta terça-feira, dia 27, a contratação do atacante Matheus Davó, que estava no Mirassol . Ele chega durante esta semana em Belém para realizar exames e assinar contrato com o time para a sequência da Série B do Brasileiro. 📲 Acesse o canal do ge Pará no WhatsApp O clube anunciou que comprou 60% dos direitos federativos do jogador, que pertencia ao Cruzeiro. Ele assinará com o Remo até abril de 2026, com possibilidade de ampliação do vínculo em caso de acesso para a Série A, conforme apuração do ge . Os valores da negociação não foram revelados pelo clube. Vale lembrar que o interesse do Leão em Davó já havia sido admitido tanto pelo técnico Daniel Paulista , em entrevista coletiva no último dia 23, como pelo executivo de futebol do clube, Sérgio Papellin , que havia revelado que o negócio estava adiantado. Matheus Davó estava no Mirassol, clube da Série A do Brasileiro. Por lá, ele atuou em 10 jogos, marcando um gol e dando uma assistência. Ele acumula passagens por América-MG, Cruzeiro, Bahia, Corinthians, São Bernardo, Guarani (na base e profissional) e Philadelphia Union, dos Estados Unidos. No Remo, o novo contratado azulino poderá estrear a partir do dia 2 de julho, quando abre a janela de transferências do mundial de clubes, e irá compor um setor que conta com nomes como Adailton, Felipe Vizeu, Gabryel Martins, Maxwell (lesionado), Pedro Rocha, PH e Ytalo ( que pode sair do time )."
61,mirassol,"O Mirassol quebrou três tabus de uma vez com a vitória por 2 a 0 sobre o São Paulo , no último sábado, pela décima rodada do Brasileirão. O time amarelo e verde conquistou sua primeira vitória fora de casa pela elite nacional após três empates e duas derrotas. O segundo ponto é que, além disso, o Mirassol não vencia uma partida longe do Maião há quase quatro meses. A última vez que isso tinha acontecido foi quando bateu o Velo Clube por 1 a 0, pela sexta rodada do Paulistão, no começo de fevereiro. Veja também + Guanaes comemora fim do jejum do Mirassol fora de casa + Coritiba encaminha a contratação do atacante Iury Castilho + Tabela e classificação da Série A Outra meta alcançada - e muito cobrada pelo técnico Rafael Guanaes - era a de terminar um jogo sem sofrer gols. O Mirassol chegou a ficar 16 jogos consecutivos sendo vazado, marca que, enfim, foi quebrada no último fim de semana. O caçula da Série A é apenas o 13º deste Brasileirão no quesito melhores defesas. Por outro lado, tem o segundo melhor ataque da competição com 16 gols, atrás apenas do Flamengo, que soma 19. Esta foi a segunda vez que o Mirassol venceu o São Paulo dentro do Morumbis. A primeira oportunidade foi nas quartas de final do Campeonato Paulista de 2020, quando triunfou por 3 a 2 com dois gols de Zé Roberto e um de Daniel Borges. O resultado eliminou o Tricolor do estadual daquele ano. Com esta segunda vitória, o caçula da Série A torna-se uma espécie de ""pedra no sapato"" são-paulino, especialmente na casa adversária. Isso porque estas são as duas únicas vitórias que o Mirassol tem em 16 confrontos com o time da capital. O Mirassol é o nono colocado com 14 pontos e, pela 11ª rodada do Brasileirão, recebe o Sport, no próximo domingo (1º), às 11h, no Maião."
62,mirassol,"O Coritiba encaminhou a contratação do atacante Iury Castilho, do Mirassol . As partes chegaram a um acerto verbal e definem alguns detalhes. O jogador deve chegar a Curitiba nos próximos dias para fazer exames médicos e assinar o contrato. Iury Castilho participou de todos os jogos do Mirassol nesta temporada. No total foram 22 partidas, e cinco gols. O jogador tem dois acessos consecutivos no currículo e tem a confiança do técnico Mozart. Inclusive, o atacante foi uma das indicações do comandante no início da temporada. + Mais notícias do Coritiba + Mais notícias do Mirassol + Blog da Nadja: os bastidores do futebol paranaense O Coritiba apresentou para Iury um projeto em que o jogador é peça fundamental para a equipe ser reforçada e brigar pelo acesso a Série A. O atacante viu com surpresa o afastamento no Mirassol, já que vinha atuando frequentemente. Mas, desde que o Mirassol colocou o atleta com ""disponível"", resolveu virar a chave e já focar em ajudar o Coritiba a ser protagonista na Série B. Assim que concretizar o acerto, Iury Castilho fica à disposição para estrear pelo Coritiba a partir de 2 de junho, data de abertura da janela de transferências em razão do Mundial de Clubes. Há alguns dias, o ge recebeu a informação sobre o interesse do Coritiba no atacante. A resposta foi que como Iury jogou todas as partidas pelo Mirassol nesta temporada e, em um primeiro momento, revelou a vontade de seguir na equipe paulista, que disputa a Série A do Campeonato Brasileiro. Essa informação foi confirmada pelo ge com todas as partes. Porém, Coritiba e Mirassol avançaram as conversas. Na quinta-feira, o jogador foi comunicado, ao chegar no time paulista, que seria afastado para treinar em separado. Iury revelou nas redes sociais que foi surpreendido com a atitude do clube. No instante em que o Mirassol sinalizou estar realmente disposto a negociá-lo, Iury passou a buscar informações do Coritiba. O jogador, claro ficou chateado com a atitude do clube paulista, mas entendeu que pode ser importante no Coritiba. O atleta e o empresário dele conversaram com a direção do Coritiba nos últimos dias, e o clube apresentou um projeto. Mais notícias do esporte paranaense em ge.globo/pr"
63,mirassol,"A vitória sobre o São Paulo em pleno Morumbis , neste sábado, pela 10ª rodada do Brasileirão, teve um sabor especial para o Mirassol . A equipe voltou a vencer fora de casa após quase quatro meses, conseguiu não ser vazada após 16 jogos sofrendo gols e, de quebra, chegou a três rodadas invicta. Veja também + Tabela e classificação do Brasileirão + Como foi São Paulo 0 x 2 Mirassol Os ingredientes em questão levaram o técnico Rafael Guanaes a comemorar muito não apenas o resultado, mas também o desempenho da equipe. – Uma noite especial para todos nós, a primeira vitória fora de casa em uma Série A de Campeonato Brasileiro. O foco é sempre o desempenho, o dia a dia, continuar plantando boas sementes que acreditamos que vamos colher bons frutos. É um bom início de competição em uma sequência que, não podemos sofrer por antecipação, mas vamos construir o nosso dia para enfrentar esses desafios grandes – disse. – Não só vencer fora de casa uma equipe como o São Paulo , mas conseguindo ceder muito pouco em relação a chances claras e expectativa de gol. A equipe foi muito sólida defensivamente, cedeu muito pouco e teve essa premissa de conseguir pressionar o adversário no campo deles. Obviamente que com a capacidade que eles têm e depois de estarmos com o placar à frente, há uma exposição maior e os números mudam um pouco. Mas na maior parte do jogo conseguimos ter o controle através da posse e da pressão – completou. O treinador do Leão revelou a estratégia adotada para a partida e disse acreditar que a marcação alta e a busca pela posse de bola foram determinantes para a vitória, que considerou merecida. – A ideia do jogo era conseguir sempre equilibrar através da posse e da pressão alta também. Sabemos que o São Paulo é uma equipe qualificada, que procura ter a bola, com jogadores de meio muito criativos. Mas fizemos um jogo muito equilibrado e com destaques individuais também. E apesar de estarmos preparados, temos de colocar isso em xeque com o desempenho. Não foi nem uma questão de postura em relação ao adversário, mas ao que tentamos impor através da pressão e da posse. Acredito que conseguimos executar com maestria e saímos com três pontos merecidos. Rafael Guanaes ainda admitiu que o início de Brasileirão do Mirassol está acima até mesmo das expectativas iniciais internas e atribuiu isso ao trabalho diário e às boas atuações na competição. – Todos declaram que o Mirassol seria uma equipe rebaixada ainda muito cedo. Somos muito pé no chão, sabemos que a estrada é longa e após a parada o campeonato muda demais. Estarmos hoje na posição que estamos e principalmente perto de 50% de aproveitamento está acima do que projetávamos. Ao mesmo tempo, o nosso dia a dia é muito bom e o desempenho de praticamente todos os jogos também. O Mirassol é o oitavo colocado com 14 pontos e, pela 11ª rodada do Brasileirão, recebe o Sport, no próximo domingo (1º), às 11h, no Maião."
64,mirassol,"Após converter pênalti e sacramentar a vitória do Mirassol sobre o São Paulo , em pleno Morumbis, o lateral-esquerdo Reinaldo protagonizou uma cena curiosa. Ele comemorou o gol junto aos companheiros, mas antes de encerrar a celebração, se virou para a torcida - que o vaiou em boa parte do jogo - e beijou o escudo tricolor junto à bandeira de escanteio ( assista no vídeo acima ). Veja também + Mirassol domina e vence o São Paulo no Morumbis + Dê suas notas para os jogadores do Leão + Tabela e classificação do Brasileirão O jogador de 35 anos teve passagem marcante pelo Morumbis e vestiu a camisa são-paulina por quase uma década. Ao final da partida, Reinaldo explicou o motivo da comemoração e também do gesto em relação ao ex-clube. – Todo mundo fala, os torcedores dizem que não pode comemorar, mas é como sempre falo. O Mirassol me abriu as portas e (não comemorar) é faltar com respeito ao Mirassol. Um time que me recebeu muito bem e vem me dando suporte. Foi assim no Grêmio e em todas as equipes que fui, que me deram a condição de trabalhar. Não é falta de respeito contra o São Paulo , é a minha forma de mostrar respeito à camisa que estou vestindo – disse em entrevista ao Premiere. – E ali beijei a bandeira porque todos os torcedores sabem, e não nego para ninguém o amor que tenho pelo São Paulo – completou. Com a vitória, o Mirassol ultrapassou o São Paulo e assumiu a oitava colocação com 14 pontos."
